,name,LTE,year,weight,display_type,screen_size,ppi,cpu_ghz,ram,internal,camera,front_cam,blth_v,battery,price
1291,LG V35 ThinQ,1,"2018, May",157 g (5.54 oz),"P-OLED capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~81.2% screen-to-body ratio)","1440 x 2880 pixels, 18:9 ratio (~537 ppi density)",Octa-core (4x2.7 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),"128 GB, 6 GB RAM (V35+) or 64 GB, 6 GB RAM (V35)","128 GB, 6 GB RAM (V35+) or 64 GB, 6 GB RAM (V35)","16 MP, f/1.6, 1.0m, 3-axis OIS, PDAF & laser AF
13 MP, f/1.9, no AF","8 MP, f/1.9","5.0, A2DP, LE, aptX HD",Non-removable Li-Po 3300 mAh battery,About 700 EUR
1292,LG Q7,1,"2018, May",145 g (5.11 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 77.0 cm2 (~77.3% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~442 ppi density)","Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53) - Q7, Q7Octa-core 1.8 GHz Cortex-A53 - Q7+","64 GB, 4 GB RAM - Q7+ 32 GB, 3 GB RAM - Q7, Q7","64 GB, 4 GB RAM - Q7+ 32 GB, 3 GB RAM - Q7, Q7","13 MP, f/2.2, 1/3"", 1.12m, PDAF (Q7, Q7)
16 MP, PDAF (Q7+)","5 MP (Q7)
8 MP, f/1.9, 1/4"", 1.12m (Q7, Q7+)","4.2, A2DP, LE",Non-removable Li-Po 3000 mAh battery,About 180 EUR
1293,LG G7 ThinQ,1,"2018, May",162 g (5.71 oz),"IPS LCD capacitive touchscreen, 16M colors","6.1 inches, 91.0 cm2 (~82.6% screen-to-body ratio)","1440 x 3120 pixels, 19.5:9 ratio (~564 ppi density)",Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),"128 GB, 6 GB RAM or 64 GB, 4 GB RAM","128 GB, 6 GB RAM or 64 GB, 4 GB RAM","16 MP, f/1.6, 30mm (wide), 1/3.1"", 1.0m, OIS, PDAF & laser AF
16 MP, f/1.9, 16mm (ultrawide), 1/3.1"", no AF","8 MP, f/1.9, 26mm (wide)","5.0, A2DP, LE, aptX HD",Non-removable Li-Po 3000 mAh battery,About 410 EUR
1294,LG V30S ThinQ,1,"2018, February",158 g (5.57 oz),"P-OLED capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~81.2% screen-to-body ratio)","1440 x 2880 pixels, 18:9 ratio (~537 ppi density)",Octa-core (4x2.45 GHz Kryo & 4x1.9 GHz Kryo),"256 GB, 6 GB RAM (V30s+) or 128 GB, 6 GB RAM (V30s)","256 GB, 6 GB RAM (V30s+) or 128 GB, 6 GB RAM (V30s)","16 MP, f/1.6, 1.0m, 3-axis OIS, PDAF & laser AF
13 MP, f/1.9, no AF","5 MP, f/2.2, 1/5"", 1.12m","5.0, A2DP, LE, aptX HD",Non-removable Li-Po 3300 mAh battery,About 650 EUR
1295,LG Zone 4,1,"2018, March",140.3 g (4.94 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.4 GHz Cortex-A53,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","8 MP, AF",5 MP,"4.2, A2DP, LE",Removable Li-Ion 2500 mAh battery,About 120 USD
1296,LG K30,1,"2018, May",168.1 g (5.93 oz),"IPS LCD capacitive touchscreen, 16M colors","5.3 inches, 77.4 cm2 (~69.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~277 ppi density)",Quad-core 1.4 GHz Cortex-A53,"32 GB, 2 GB RAM","32 GB, 2 GB RAM","13 MP, PDAF",5 MP,"4.2, A2DP, LE",Non-removable Li-Ion 2880 mAh battery,About 230 USD
1297,LG K10 (2018),1,"2018, February",162 g (5.71 oz),"IPS LCD capacitive touchscreen, 16M colors","5.3 inches, 77.4 cm2 (~69.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~277 ppi density)",Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"32 GB, 3 GB RAM - K10+ 16 GB, 2 GB RAM - K10, K10","32 GB, 3 GB RAM - K10+ 16 GB, 2 GB RAM - K10, K10","13 MP or 8 MP, PDAF",8 MP or 5 MP,"4.2, A2DP, LE",Non-removable Li-Ion 3000 mAh battery,About 150 EUR
1299,LG Aristo 2,1,"2018, January",139 g (4.90 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.4 GHz Cortex-A53,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","13 MP, f/2.2, 1/3"", 1.12m, PDAF","5 MP, f/2.4, 1/5"", 1.12m","4.2, A2DP, LE",Removable Li-Ion 2410 mAh battery,About 60 USD
1300,LG X4+,1,"2018, January",172.3 g (6.07 oz),"IPS LCD capacitive touchscreen, 16M colors","5.3 inches, 77.4 cm2 (~69.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~277 ppi density)",Quad-core 1.4 GHz Cortex-A53,"32 GB, 2 GB RAM","32 GB, 2 GB RAM","13 MP, f/2.2, 1/3"", 1.12m, AF","5 MP, f/2.4, 1/5"", 1.12m","4.2, A2DP, LE",Non-removable Li-Ion 3000 mAh battery,About 200 EUR
1301,LG V30,1,"2017, August",158 g (5.57 oz),"P-OLED capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~81.2% screen-to-body ratio)","1440 x 2880 pixels, 18:9 ratio (~537 ppi density)",Octa-core (4x2.45 GHz Kryo & 4x1.9 GHz Kryo),"128 GB, 4 GB RAM (V30+) or 64 GB, 4 GB RAM (V30)","128 GB, 4 GB RAM (V30+) or 64 GB, 4 GB RAM (V30)","16 MP, f/1.6, 30mm (wide), 1.0m, 3-axis OIS, PDAF & laser AF
13 MP, f/1.9, 12mm (ultrawide), no AF","5 MP, f/2.2, 22mm (wide), 1/5"", 1.12m","5.0, A2DP, LE, aptX HD",Non-removable Li-Po 3300 mAh battery,About 420 EUR
1302,LG Q8 (2017),1,"2017, July",146 g (5.15 oz),"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.8 cm2 (~69.8% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~564 ppi density)",Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),"32 GB, 4 GB RAM","32 GB, 4 GB RAM","16 MP, f/1.8, 28mm (wide), 1/2.6"", laser AF, 3-axis OIS
8 MP, f/2.4, 10mm, 1/4"", no AF","5 MP, f/1.9, 1/5"", 1.12m","4.2, A2DP, LE",Non-removable Li-Ion 3000 mAh battery,About 250 EUR
1303,LG Q6,1,"2017, July",149 g (5.26 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 77.0 cm2 (~78.0% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~442 ppi density)",Octa-core 1.4 GHz Cortex-A53,"64 GB, 4 GB RAM - Q6+ 32 GB, 3 GB RAM - Q6 16 GB, 2 GB RAM - Q6","64 GB, 4 GB RAM - Q6+ 32 GB, 3 GB RAM - Q6 16 GB, 2 GB RAM - Q6","13 MP, f/2.2, 1/3"", 1.12m, AF","5 MP, f/2.2, 1/5"", 1.12m","4.2, A2DP, LE",Non-removable Li-Po 3000 mAh battery,About 150 EUR
1304,LG G Pad IV 8.0 FHD,1,"2017, July",290 g (10.23 oz),"IPS LCD capacitive touchscreen, 16M colors","8.0 inches, 185.6 cm2 (~67.6% screen-to-body ratio)","1200 x 1920 pixels, 16:10 ratio (~283 ppi density)",Octa-core 1.4 GHz Cortex-A53,"32 GB, 2 GB RAM","32 GB, 2 GB RAM","5 MP, AF",5 MP,"4.2, A2DP, LE",Non-removable Li-Ion 3000 mAh battery,About 350 EUR
1305,LG X venture,1,"2017, May",166.5 g (5.89 oz),"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.9 cm2 (~64.2% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~423 ppi density)",Octa-core 1.4 GHz Cortex-A53,"32 GB, 2 GB RAM","32 GB, 2 GB RAM","16 MP, AF, f/2.2","5 MP, f/2.2","4.2, A2DP, LE",Non-removable Li-Ion 4100 mAh battery,About 280 EUR
1306,LG G6,1,"2017, February",163 g (5.75 oz),"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 84.1 cm2 (~78.6% screen-to-body ratio)","1440 x 2880 pixels, 18:9 ratio (~564 ppi density)",Quad-core (2x2.35 GHz Kryo & 2x1.6 GHz Kryo),"32/64/128 GB, 4 GB RAM","32/64/128 GB, 4 GB RAM","13 MP, f/1.8, 30mm (standard), 1/3"", 1.12m, 3-axis OIS, PDAF
13 MP, f/2.4, 12mm (ultrawide), no AF","5 MP, f/2.2, 18mm","4.2, A2DP, LE, aptX HD",Non-removable Li-Po 3300 mAh battery,About 270 EUR
1307,LG X power2,1,"2017, February",164 g (5.78 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~69.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)Quad-core 1.4 GHz Cortex-A53,"16 GB, 1.5/2 GB RAM32 GB, 2 GB RAM (USA)","16 GB, 1.5/2 GB RAM32 GB, 2 GB RAM (USA)","13 MP, 1/3"", 1.12m, AF","5 MP, 1/5"", 1.12m","4.2, A2DP, LE",Non-removable Li-Ion 4500 mAh battery,About 180 EUR
1310,LG Stylo 3 Plus,1,"2017, May",150 g (5.29 oz),"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 89.6 cm2 (~72.1% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~386 ppi density)",Octa-core 1.4 GHz Cortex-A53,"32 GB, 2 GB RAM","32 GB, 2 GB RAM","13 MP, 1/3"", 1.12m, AF",5 MP,"4.2, A2DP, LE",Removable Li-Ion 3080 mAh battery,About 260 EUR
1311,LG Stylus 3,1,"2016, December",149 g (5.26 oz),"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 89.6 cm2 (~72.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~258 ppi density)",Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53) - M400DKOcta-core 1.4 GHz Cortex-A53 - LS777,"16 GB, 3 GB RAM (M400DK) or 2 GB RAM (K10 Pro, LS777)","16 GB, 3 GB RAM (M400DK) or 2 GB RAM (K10 Pro, LS777)","13 MP, f/2.2, 1/3"", 1.12m, AF","5 MP, Stylus 3, / 8 MP, Stylo 3, M400DK","4.1, A2DP, LE",Removable Li-Ion 3200 mAh battery,About 200 EUR
1312,LG Harmony,1,"2017, April",141.8 g (5.01 oz),"IPS LCD capacitive touchscreen, 16M colors","5.3 inches, 77.4 cm2 (~67.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~277 ppi density)",Quad-core 1.4 GHz Cortex-A53,"16 GB, 1.5 GB RAM","16 GB, 1.5 GB RAM","8 MP, AF",5 MP,"4.2, A2DP, LE",Removable Li-Ion 2800 mAh battery,About 90 EUR
1313,LG K20 plus,1,"2016, December",140 g (4.94 oz),"IPS LCD capacitive touchscreen, 16M colors","5.3 inches, 77.4 cm2 (~69.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~277 ppi density)",Quad-core 1.4 GHz Cortex-A53,"16 GB(VS501) /32 GB, 2 GB RAM","16 GB(VS501) /32 GB, 2 GB RAM","13 MP, f/2.2, 1/3"", 1.12m, AF","5 MP, f/2.4, 1/5"", 1.12m","4.2, A2DP, LE",Removable Li-Ion 2700 mAh battery,About 160 EUR
1314,LG K10 (2017),1,"2016, December",144 g (5.08 oz),"IPS LCD capacitive touchscreen, 16M colors","5.3 inches, 77.4 cm2 (~69.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~277 ppi density)",Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"16 GB, 2 GB RAM","16 GB, 2 GB RAM","13 MP, f/2.2, 1/3"", 1.12m, AF","5 MP, f/2.4, 1/5"", 1.12m","4.2(Europe)/4.1(India), A2DP, LE",Removable Li-Ion 2800 mAh battery,About 210 EUR
1315,LG K8 (2017),1,"2016, December",144 g (5.08 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 69.4 cm2 (~66.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~293 ppi density)",Quad-core 1.4 GHz Cortex-A53,"16 GB, 1.5 GB RAM","16 GB, 1.5 GB RAM","13 MP, f/2.2, 1/3"", 1.12m, AF","5 MP, f/2.4, 1/5"", 1.12m","4.2, A2DP, LE",Removable Li-Ion 2500 mAh battery,About 160 EUR
1316,LG K7 (2017),1,"2017, April",143 g (5.04 oz),"Capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~63.8% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",Quad-core 1.1 GHz Cortex-A53,"16 GB, 2 GB RAM or 8 GB, 1 GB RAM","16 GB, 2 GB RAM or 8 GB, 1 GB RAM","8 MP, AF",5 MP,"4.2, A2DP, LE",Removable Li-Ion 2500 mAh battery,About 100 EUR
1317,LG K4 (2017),1,"2016, December",138 g (4.87 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 69.6 cm2 (~66.3% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~195 ppi density)",Quad-core 1.1 GHz Cortex-A7,"8 GB/ 16 GB (AT&T;, Cricket), 1 GB RAM","8 GB/ 16 GB (AT&T;, Cricket), 1 GB RAM","5 MP, AF, f/2.6","5 MP, f/2.7","4.1, A2DP, LE",Removable Li-Ion 2500 mAh battery,About 120 EUR
1318,LG K3 (2017),1,"2016, December",132 g (4.66 oz),"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~59.7% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",Quad-core 1.1 GHz Cortex-A7,"8 GB, 1 GB RAM","8 GB, 1 GB RAM",5 MP,2 MP,"4.1, A2DP, LE",Removable Li-Ion 2100 mAh battery,About 100 EUR
1319,LG G Pad III 10.1 FHD,1,"2016, December",510 g (1.12 lb),"IPS LCD capacitive touchscreen, 16M colors","10.1 inches, 295.8 cm2 (~68.8% screen-to-body ratio)","1200 x 1920 pixels, 16:10 ratio (~224 ppi density)",Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"32 GB, 2 GB RAM","32 GB, 2 GB RAM","5 MP, AF",5 MP,"4.2, A2DP, LE",Non-removable 6000 mAh battery,About 270 EUR
1321,LG V20,1,"2016, September",174 g (6.14 oz),"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 90.3 cm2 (~72.4% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~513 ppi density)",Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),"32/64 GB, 4 GB RAM","32/64 GB, 4 GB RAM","16 MP, f/1.8, 29mm (standard), 1/2.6"", laser AF, 3-axis OIS
8 MP, f/2.4, 12mm (ultrawide), 1/3.2"", no AF","5 MP, f/1.9","4.2, A2DP, LE, aptX",Removable Li-Ion 3200 mAh battery,About 350 EUR
1322,LG X Skin,1,"2016, July",122 g (4.30 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.3 GHz,"16 GB, 1.5 GB RAM","16 GB, 1.5 GB RAM","8 MP, AF",5 MP,"4.1, A2DP, LE",Removable Li-Ion 2100 mAh battery,About 180 EUR
1323,LG X5,1,"2016, July",133 g (4.69 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Quad-core 1.3 GHz,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","13 MP, AF",5 MP,"4.2, A2DP, LE",Removable Li-Ion 2800 mAh battery,About 160 EUR
1324,LG X max,1,"2016, June",133 g (4.69 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Quad-core 1.3 GHz Cortex-A53,16 GB 1.5 GB RAM,16 GB 1.5 GB RAM,"13 MP, AF",5 MP,"4.2, A2DP, LE",Removable Li-Ion 2800 mAh battery,About 200 EUR
1325,LG X mach,1,"2016, June",150 g (5.29 oz),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 82.2 cm2 (~72.0% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~538 ppi density)",Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A57),"32 GB, 3 GB RAM","32 GB, 3 GB RAM","12.3 MP, f/2.0, 1.55m, AF",8 MP,"4.2, A2DP, LE",Removable Li-Ion 3000 mAh battery,About 240 EUR
1326,LG G Pad III 8.0 FHD,1,"2016, May",-,"IPS LCD capacitive touchscreen, 16M colors","8.0 inches, 185.6 cm2 (~71.0% screen-to-body ratio)","1200 x 1920 pixels, 16:10 ratio (~283 ppi density)",Octa-core (4x1.6 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"16 GB, 2 GB RAM","16 GB, 2 GB RAM","5 MP, AF",5 MP,"4.2, A2DP, LE",Non-removable 4800 mAh battery,About 350 EUR
1327,LG G Pad X 8.0,1,"2016, June",309 g (10.90 oz),"IPS LCD capacitive touchscreen, 16M colors","8.0 inches, 185.6 cm2 (~72.2% screen-to-body ratio)","1200 x 1920 pixels, 16:10 ratio (~283 ppi density)",Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"16/32 GB, 2 GB RAM","16/32 GB, 2 GB RAM","5 MP, AF",5 MP,"4.2, A2DP, LE",Non-removable Li-Ion 4800 mAh battery,About 220 EUR
1328,LG X power,1,"2016, May",139 g (4.90 oz),"IPS LCD capacitive touchscreen, 16M colors","5.3 inches, 77.4 cm2 (~69.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~277 ppi density)","Quad-core 1.3 GHz Cortex-A53Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53) - LS755Quad-core 1.3 GHz Cortex-A7 - US610, K450","16 GB, 2 GB RAM","16 GB, 2 GB RAM","13 MP, f/2.2, 1.12m, AF
8 MP, AF (LS755, US610, K450)","5 MP, f/2.4","4.1/4.2, A2DP, LE",Non-removable Li-Ion 4100 mAh battery,About 130 EUR
1329,LG X style,1,"2016, May",121 g (4.27 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.3 GHz Cortex-A7,"16 GB, 1.5 GB RAM","16 GB, 1.5 GB RAM","8 MP, AF",5 MP,"4.1, A2DP, LE",Non-removable Li-Ion 2100 mAh battery,About 70 EUR
1330,LG Stylus 2 Plus,1,"2016, May",146 g (5.15 oz),"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 89.6 cm2 (~72.6% screen-to-body ratio)","1080 x 1920 pixels720 x 1280 pixels - K550 model, 16:9 ratio (~386 ppi density)",Octa-core 1.2 GHz Cortex-A53 or Octa-core 1.4 GHz Cortex-A53,"16/32 GB, 2 GB RAM - K530, MS55016/32 GB, 3 GB RAM - K535D","16/32 GB, 2 GB RAM - K530, MS55016/32 GB, 3 GB RAM - K535D","13 MP or 16 MP, f/2.2, AF",5 or 8 MP,"4.1/4.2, A2DP, LE",Removable Li-Ion 2900 or 3000 mAh battery,About 180 EUR
1331,LG Stylo 2,1,"2016, April",144.6 g (5.11 oz),"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 89.6 cm2 (~72.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~258 ppi density)",Quad-core 1.2 GHz Cortex-A53,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","13 MP, AF",5 MP,"4.1, A2DP",Removable Li-Ion 3000 mAh battery,About 150 EUR
1332,LG K5,1,"2016, March",128 g (4.52 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.4% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",Quad-core 1.3 GHz Cortex-A7,"8 GB, 1 GB RAM","8 GB, 1 GB RAM","5 MP, AF, f/2.8","2 MP, f/2.8","4.0, A2DP, LE",Removable Li-Ion 1900 mAh battery,About 120 EUR
1333,LG K3,1,"2016, August",127 g (4.48 oz),"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~61.6% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",Quad-core 1.1 GHz Cortex-A53Quad-core 1.1 GHz Cortex-A7,"8 GB, 1 GB RAM","8 GB, 1 GB RAM",5 MP,VGA,"4.1, A2DP, LE",Removable Li-Ion 1940 mAh battery,About 100 EUR
1334,LG G5 SE,1,"2016, April",156 g (5.50 oz),"IPS LCD capacitive touchscreen, 16M colors","5.3 inches, 77.4 cm2 (~70.1% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~554 ppi density)",Octa-core (4x1.8 GHz Cortex-A72 & 4x1.2 GHz Cortex-A53),"32 GB, 3 GB RAM","32 GB, 3 GB RAM","16 MP, f/1.8, 29mm (standard), 1/2.6"", laser AF, 3-axis OIS
8 MP, f/2.4, 12mm (ultrawide), 1/3.2"", no AF","8 MP, f/2.0","4.2, A2DP, LE, aptX",Removable Li-Ion 2800 mAh battery,About 350 EUR
1335,LG G5,1,"2016, February",159 g (5.61 oz),"IPS LCD capacitive touchscreen, 16M colors","5.3 inches, 77.4 cm2 (~70.1% screen-to-body ratio)","1440 x 2560 pixels, 16:9 ratio (~554 ppi density)",Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),"32 GB, 4 GB RAM","32 GB, 4 GB RAM","16 MP, f/1.8, 26mm (wide), 1/2.6"", laser AF, 3-axis OIS
8 MP, f/2.4, 9mm, 1/3.6"", no AF","8 MP, f/2.0, 1/4"", 1.12m","4.2, A2DP, LE, aptX HD",Removable Li-Ion 2800 mAh battery,About 300 EUR
1336,LG X cam,1,"2016, February",118 g (4.16 oz),"IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~68.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",Octa-core 1.14 GHz Cortex-A53,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","13 MP, f/2.0, AF
5 MP, depth sensor",8 MP,"4.2, A2DP, LE",Non-removable Li-Ion 2520 mAh battery,About 210 EUR
1337,LG X screen,1,"2016, February",120 g (4.23 oz),"IPS LCD capacitive touchscreen, 16M colors","4.93 inches, 67.0 cm2 (~65.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~298 ppi density)",Quad-core 1.2 GHz Cortex-A53,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","13 MP, AF, f/2.2",8 MP,"4.1, A2DP, LE",Non-removable Li-Po 2300 mAh battery,About 130 EUR
1338,LG K8,1,"2016, February",157 g (5.54 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Quad-core 1.3 GHz Cortex-A53,"8/16 GB, 1.5 GB RAM","8/16 GB, 1.5 GB RAM","8 MP, AF, f/2.4",5 MP,"4.2, A2DP",Removable Li-Ion 2125 mAh battery,About 120 EUR
1339,LG Stylus 2,1,"2016, February",145 g (5.11 oz),"IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 89.6 cm2 (~72.6% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~258 ppi density)",Quad-core 1.2 GHz Cortex-A53,"16 GB, 1.5 GB RAM or 16 GB, 2 GB RAM (K520DY)","16 GB, 1.5 GB RAM or 16 GB, 2 GB RAM (K520DY)","13 MP, AF, f/2.2",8 MP,"4.1, A2DP",Removable Li-Ion 3000 mAh battery,About 170 EUR
1340,LG K10,1,"2016, January",142 g (5.01 oz),"IPS LCD capacitive touchscreen, 16M colors","5.3 inches, 77.4 cm2 (~70.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~277 ppi density)","Quad-core 1.2 GHz Cortex-A53 - K420NOcta-core 1.14 GHz Cortex-A53 - K430DS, K430DSF, K430DSY","16 GB, 1 GB RAM - K430DSF/ 1.5 GB RAM - K420N, K430DS/ 2 GB RAM - K430DSY","16 GB, 1 GB RAM - K430DSF/ 1.5 GB RAM - K420N, K430DS/ 2 GB RAM - K430DSY","13 MP, f/2.2, AF (LTE model)
8 MP, AF (3G model)","5 MP, f/2.4, or 8 MP","4.1, A2DP, LE",Removable Li-Ion 2300 mAh battery,About 170 EUR
1341,LG K7,1,"2016, January",161 g (5.68 oz),"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~66.2% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",Quad-core 1.3 GHz Cortex-A7 (3G model)Quad-core 1.1 GHz Cortex-A7 (LTE model),"8 GB, 1 GB RAM (3G model, LS675)8/16 GB, 1.5 GB RAM (LTE model)","8 GB, 1 GB RAM (3G model, LS675)8/16 GB, 1.5 GB RAM (LTE model)","5 MP, f/2.6, or 8 MP, AF",5 MP,"4.1, A2DP",Removable Li-Ion 2125 mAh battery,About 110 EUR
1402,Meizu C9 Pro,1,"2018, December",150 g (5.29 oz),"IGZO IPS LCD capacitive touchscreen, 16M colors","5.45 inches, 76.7 cm2 (~73.6% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~295 ppi density)",Quad-core 1.3 GHz Cortex-A53,"32 GB, 3 GB RAM","32 GB, 3 GB RAM","13 MP, f/2.2, 1/3.1"", 1.12m, AF","13 MP, f/2.0, 1/3.1"", 1.12m","4.1, A2DP, LE",Non-removable Li-Ion 3000 mAh battery,About 110 EUR
1403,Meizu C9,1,"2018, December",150 g (5.29 oz),"IGZO IPS LCD capacitive touchscreen, 16M colors","5.45 inches, 76.7 cm2 (~73.6% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~295 ppi density)",Quad-core 1.3 GHz Cortex-A53,"16 GB, 2 GB RAM","16 GB, 2 GB RAM","13 MP, f/2.2, 1/3.1"", 1.12m, AF","8 MP, f/2.2, 1/4"", 1.12m","4.1, A2DP, LE",Non-removable Li-Ion 3000 mAh battery,About 90 EUR
1404,Meizu Note 8,1,"2018, October",168 g (5.93 oz),"IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~80.1% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~402 ppi density)",Octa-core (4x1.8 GHz Kryo 250 Gold & 4x1.8 GHz Kryo 250 Silver),"64 GB, 4 GB RAM","64 GB, 4 GB RAM","12 MP, f/1.9, 1/2.55"", 1.4m, Dual Pixel PDAF
5 MP, depth sensor","8 MP, f/2.0","4.2, A2DP, LE",Non-removable Li-Ion 3600 mAh battery,About 200 EUR
